,종목명,진행상황,시장구분,종목코드,업종,대표자,기업구분,본점소재지,홈페이지,대표전화,최대주주,매출액,법인세비용차감전계속사업이익,순이익,자본금,총공모주식수,액면가,상장공모,희망공모가액,청약경쟁률,확정공모가,공모금액,주간사,주식수,청약한도,공모청약일,우리사주조합,우리사주조합 청약증거금율,기관투자자등,기관투자자 최고한도,일반투자자 청약증거금율,기관경쟁률,의무보유확약
47,샌즈랩,신규상장,코스닥,411080,소프트웨어 개발 및 공급업,김기홍,중소일반,"서울특별시 강남구 선릉로 577 4층(역삼동, 조선내화빌딩)",www.sandslab.io,02-704-7502,케이사인 60%,"5,414 (백만원)",546 (백만원),734 (백만원),"1,509 (백만원)","3,700,000 주",100 원,"신주모집 : 3,000,000 주 (81.08%)
	/  구주매출 : 700,000 주 (18.92%)","8,500 ~ 10,500 원",868.07:1 (비례 1736:1),"10,500 원","38,850 (백만원)",키움증권,"750,000~900,000 주","50,000~70,000 주",2023.02.06 ~  2023.02.07,주,100%,"2,590,000~2,775,000 주 (70~75%)",- 주,50%,"1,325.79:1",1.41%
48,꿈비,신규상장,코스닥,407400,가구 제조업,박영건,중소일반,"경기도 수원시 영통구 법조로 25, 7층 에이동713호(하동, 광교에스케이뷰레이크)",www.ggumbi.com,,박영건 39 %,"20,851 (백만원)","2,240 (백만원)","1,808 (백만원)",793 (백만원),"2,000,000 주",100 원,"신주모집 : 1,750,000 주 (87.5%)
	/  구주매출 : 250,000 주 (12.5%)","4,000 ~ 4,500 원",1772.59:1 (비례 3545:1),"5,000 원","10,000 (백만원)",키움증권,"500,000~600,000 주","30,000~40,000 주",2023.01.31 ~  2023.02.01,"100,000 주  (5%)",100%,"1,300,000~1,400,000 주 (65~70%)",- 주,50%,"1,547.13:1",12.24%
49,스튜디오미르,신규상장,코스닥,408900,"영화, 비디오물, 방송프로그램 제작 및 배급업",유재명,중소일반,"서울특별시 금천구 디지털로9길 33 1701호(가산동, 아이티미래타워)",,,-,"14,390 (백만원)","2,089 (백만원)","2,111 (백만원)",515 (백만원),"1,000,000 주",100 원,"신주모집 : 800,000 주 (80%)
	/  구주매출 : 200,000 주 (20%)","15,300 ~ 19,500 원",1592.89:1 (비례 3186:1),"19,500 원","19,500 (백만원)",미래에셋증권,"250,000~300,000 주","12,500~15,000 주",2023.01.26 ~  2023.01.27,"100,000 주  (10%)",100%,"650,000~750,000 주 (65~75%)",- 주,50%,"1,701.62:1",16.45%
50,삼기이브이,신규상장,코스닥,419050,자동차 신품 부품 제조업,김치환,중소일반,충청남도 서산시 지곡면 무장산업로 263-29,,,삼기 75%,"116,861 (백만원)","2,131 (백만원)",-216 (백만원),"1,429 (백만원)","3,552,037 주",100 원,"신주모집 : 2,131,222 주 (60%)
	/  구주매출 : 1,420,815 주 (40%)","13,800 ~ 16,500 원",117.63:1 (비례 235:1),"11,000 원","39,072 (백만원)",대신증권,"888,010~1,065,612 주","88,000~106,000 주",2023.01.25 ~  2023.01.26,주,100%,"2,486,425~2,664,027 주 (70~75%)",- 주,50%,37.51:1,0.45%
51,오브젠,신규상장,코스닥,417860,소프트웨어 개발 및 공급업,이형인,중소일반,"서울특별시 영등포구 여의대로 14. 12층(여의도동, KT여의도타워)",,,전배문 52 %,"20,075 (백만원)","-3,245 (백만원)","-3,245 (백만원)","1,939 (백만원)","775,956 주",500 원,"신주모집 : 775,956 주 (100%)","18,000 ~ 24,000 원",5.97:1 (비례 12:1),"18,000 원","13,967 (백만원)",한국투자증권,"193,989~232,786 주","6,000~7,000 주",2023.01.16 ~  2023.01.17,"38,798 주  (5%)",100%,"504,372~543,169 주 (65~70%)",- 주,50%,98.49:1,2.22%
52,미래반도체,신규상장,코스닥,254490,기타 상품 전문 도매업,이정,중소일반,서울시 구로구 구로본동 1258 중앙유통단지 나동 4403호,miraisemi.com,02-6678-2518,-,"328,046 (백만원)","18,903 (백만원)","14,766 (백만원)","1,443 (백만원)","3,600,000 주",100 원,"신주모집 : 3,600,000 주 (100%)","5,300 ~ 6,000 원",938.26:1 (비례 1877:1),"6,000 원","21,600 (백만원)",신한투자증권,"900,000~1,080,000 주","30,000~36,000 주",2023.01.16 ~  2023.01.17,주,100%,"2,520,000~2,700,000 주 (70~75%)",- 주,50%,1576.56:1,3.95%
53,한주라이트메탈(구.한주금속),신규상장,코스닥,198940,기타 금속 가공제품 제조업,정삼순,중소일반,울산광역시 울주군 온산읍 화산2길 34-5,www.hanjoometal.com,052-231-1001,-,"189,024 (백만원)","4,921 (백만원)","4,031 (백만원)","10,417 (백만원)","6,500,000 주",500 원,"신주모집 : 6,500,000 주 (100%)","2,700 ~ 3,100 원",565.18:1 (비례 1130:1),"3,100 원","20,150 (백만원)","미래에셋증권, 현대차증권, 유진투자증권","1,625,000~1,950,000 주","0~43,000 주",2023.01.10 ~  2023.01.11,주,100%,"4,550,000~4,875,000 주 (70~75%)",- 주,50%,998.90:1,3.90%
54,티이엠씨,신규상장,코스닥,425040,기초 화학물질 제조업,유원양,중소일반,"충청북도 보은군 삼승면 남부로 3750-148(우진리,티이엠씨)",www.temc.co.kr,043-298-3333,-,"88,324 (백만원)","12,235 (백만원)","10,386 (백만원)","5,311 (백만원)","2,200,000 주",500 원,"신주모집 : 2,200,000 주 (100%)","32,000 ~ 38,000 원",0.81:1 (비례 2:1),"28,000 원","61,600 (백만원)",한화투자증권,"550,000~660,000 주","27,500~33,000 주",2023.01.10 ~  2023.01.11,"78,000 주  (3.55%)",100%,"1,462,000~1,572,000 주 (66.45~71.45%)",- 주,50%,31.33:1,0.42%
55,신영스팩9호,신규상장,코스닥,445970,,손길현,중소일반,,,,에이벤처스 95%,- (백만원),0 (백만원),- (백만원),- (백만원),"5,150,000 주",100 원,"신주모집 : 5,150,000 주 (100%)","2,000 ~ 2,000 원",0.64:1 (비례 1:1),"2,000 원","10,300 (백만원)",신영증권,"1,287,500~1,545,000 주","126,000~153,000 주",2022.12.15 ~  2022.12.16,주,100%,"3,605,000~3,862,500 주 (70~75%)",- 주,100%,10.09:1,9.90%
56,바이오노트,신규상장,거래소,377740,의료용품 및 기타 의약 관련제품 제조업,조병기,중소일반,경기도 화성시 삼성1로4길 22 (석우동),www.bionote.co.kr,031-211-0516,-,"622,355 (백만원)","865,667 (백만원)","671,556 (백만원)","50,938 (백만원)","13,000,000 주",500 원,"신주모집 : 10,400,000 주 (80%)
	/  구주매출 : 2,600,000 주 (20%)","18,000 ~ 22,000 원",14.61:1 (비례 29:1),"9,000 원","117,000 (백만원)",NH투자증권,"3,250,000~3,900,000 주","56,000~68,000 주",2022.12.13 ~  2022.12.14,"2,600,000 주  (20%)",100%,"7,150,000~9,750,000 주 (55~75%)",- 주,50%,3.29:1,2.77%
57,비엔케이스팩1호,신규상장,코스닥,445360,,조국형,중소일반,,,,히스토리벤처투자 64.5%,- (백만원),0 (백만원),- (백만원),431 (백만원),"4,000,000 주",100 원,"신주모집 : 4,000,000 주 (100%)","2,000 ~ 2,000 원",0.29:1 (비례 1:1),"2,000 원","8,000 (백만원)",BNK투자증권,"1,000,000~1,200,000 주","100,000~120,000 주",2022.12.12 ~  2022.12.13,주,100%,"2,800,000~3,000,000 주 (70~75%)",- 주,100%,2.108:1,0.00%
58,IBKS스팩21호,신규상장,코스닥,442770,금융 지원 서비스업,김수환,중소일반,"서울특별시 영등포구 국제금융로6길 11(여의도동, 삼덕빌딩)",,,엠앤앰인베스트먼트 95%,- (백만원),0 (백만원),- (백만원),- (백만원),"4,000,000 주",100 원,"신주모집 : 4,000,000 주 (100%)","2,000 ~ 2,000 원",0.95:1 (비례 2:1),"2,000 원","8,000 (백만원)",IBK투자증권,"1,000,000~1,200,000 주","100,000~120,000 주",2022.12.06 ~  2022.12.07,주,100%,"2,800,000~3,000,000 주 (70~75%)",- 주,100%,14.73:1,0.00%
59,NH스팩27호,신규상장,코스닥,440820,금융 지원 서비스업,정정한,중소일반,서울특별시 영등포구 여의대로 108,,,-,- (백만원),0 (백만원),- (백만원),- (백만원),"6,500,000 주",100 원,"신주모집 : 6,500,000 주 (100%)","2,000 ~ 2,000 원",0.58:1 (비례 1:1),"2,000 원","13,000 (백만원)",NH투자증권,"1,625,000~1,950,000 주","162,500~195,000 주",2022.12.06 ~  2022.12.07,주,100%,"4,550,000~4,875,000 주 (70~75%)",- 주,100%,4.01:1,0.76%
60,에스에이엠지엔터테인먼트,신규상장,코스닥,419530,"영화, 비디오물, 방송프로그램 제작 및 배급업",김수훈,중소일반,서울특별시 강남구 테헤란로 325 8층(역삼동),www.samg.net,02-535-6773,-,"38,374 (백만원)","-11,087 (백만원)","-11,087 (백만원)","4,295 (백만원)","1,750,000 주",500 원,"신주모집 : 1,750,000 주 (100%)","21,600 ~ 26,700 원",6.90:1 (비례 14:1),"17,000 원","29,750 (백만원)",NH투자증권,"437,500~525,000 주","437,500~525,000 주",2022.11.24 ~  2022.11.25,"52,500 주  (3%)",100%,"1,172,500~1,312,500 주 (67~75%)",- 주,50%,44.73:1,0.05%
61,유진스팩9호,신규상장,코스닥,442130,금융 지원 서비스업,박근진,중소일반,서울특별시 영등포구 국제금융로 24,,,-,- (백만원),0 (백만원),- (백만원),21 (백만원),"3,250,000 주",100 원,"신주모집 : 3,250,000 주 (100%)","2,000 ~ 2,000 원",8.01:1 (비례 16:1),"2,000 원","6,500 (백만원)",유진투자증권,"812,500~975,000 주","80,000 주",2022.11.22 ~  2022.11.23,주,100%,"2,275,000~2,437,500 주 (70~75%)",- 주,100%,112.30:1,2.67%
62,NH스팩26호,신규상장,코스닥,439410,금융 지원 서비스업,이정석,중소일반,서울특별시 영등포구 여의대로 108,,,-,- (백만원),0 (백만원),- (백만원),130 (백만원),"7,500,000 주",100 원,"신주모집 : 7,500,000 주 (100%)","2,000 ~ 2,000 원",3.46:1 (비례 7:1),"2,000 원","15,000 (백만원)",NH투자증권,"1,875,000~2,250,000 주",- 주,2022.11.21 ~  2022.11.22,주,100%,"5,250,000~5,625,000 주 (70~75%)",- 주,100%,101.35:1,4.93%
63,대신밸런스스팩13호,신규상장,코스닥,438220,금융 지원 서비스업,한양현,중소일반,서울특별시 중구 삼일대로 343,,,-,- (백만원),0 (백만원),- (백만원),564 (백만원),"5,000,000 주",100 원,"신주모집 : 5,000,000 주 (100%)","2,000 ~ 2,000 원",7.98:1 (비례 16:1),"2,000 원","10,000 (백만원)",대신증권,"1,250,000~1,500,000 주","125,000~150,000 주",2022.11.17 ~  2022.11.18,주,100%,"3,500,000~3,750,000 주 (70~75%)",- 주,100%,173.27:1,15.00%
64,펨트론,신규상장,코스닥,168360,기타 전기장비 제조업,유영웅,중소일반,"서울특별시 금천구 가산디지털1로 219 1406호(가산동, 벽산디지털밸리 6차)",www.pemtron.com,02-2627-3777,덕인 35%,"57,871 (백만원)","3,973 (백만원)","4,499 (백만원)","5,322 (백만원)","1,100,000 주",500 원,"신주모집 : 1,100,000 주 (100%)","10,000 ~ 11,000 원",14.59:1 (비례 29:1),"8,000 원","8,800 (백만원)",하나증권,"275,000~330,000 주","13,000 주",2022.11.15 ~  2022.11.16,"50,000 주  (4.55%)",100%,"720,000~825,000 주 (65.45~75%)",- 주,50%,129.06:1,11.41%
65,인벤티지랩,신규상장,코스닥,389470,의약품 제조업,김주희,중소일반,"경기도 성남시 중원구 둔촌대로388번길 24, 101호, 601호, 612호",www.inventagelab.com,031-608-0514,-,"1,862 (백만원)","-9,271 (백만원)","-9,271 (백만원)","4,102 (백만원)","1,300,000 주",500 원,"신주모집 : 1,300,000 주 (100%)","19,000 ~ 26,000 원",5.99:1 (비례 12:1),"12,000 원","15,600 (백만원)",한국투자증권,"325,000~390,000 주","325,000~390,000 주",2022.11.11 ~  2022.11.14,"48,446 주  (3.7%)",100%,"861,554~926,554 주 (66.3~71.3%)",- 주,50%,14.37:1,0.00%
66,엔젯,신규상장,코스닥,419080,평판디스플레이 제조용 기계 제조업,변도영,중소일반,경기도 수원시 권선구 산업로92번길 45,www.enjet.co.kr,070-4892-8146,-,"10,055 (백만원)","-29,408 (백만원)","-29,867 (백만원)","5,258 (백만원)","2,100,000 주",500 원,"신주모집 : 2,100,000 주 (100%)","12,000 ~ 15,200 원",1.86:1 (비례 4:1),"10,000 원","21,000 (백만원)",미래에셋증권,"525,000~630,000 주","26,000~31,000 주",2022.11.09 ~  2022.11.10,주,100%,"1,470,000~1,575,000 주 (70~75%)",- 주,50%,42.15:1,6.00%
67,티에프이,신규상장,코스닥,425420,전자부품 제조업,문성주,중소일반,경기도 화성시 반월길 50-8,www.tfe.co.kr,031-206-0541,-,"71,969 (백만원)","11,952 (백만원)","9,849 (백만원)","1,138 (백만원)","2,700,000 주",100 원,"신주모집 : 2,300,000 주 (85.19%)
	/  구주매출 : 400,000 주 (14.81%)","9,000 ~ 10,500 원",87.78:1 (비례 176:1),"10,500 원","28,350 (백만원)",IBK투자증권,"675,000~810,000 주","30,000~36,000 주",2022.11.08 ~  2022.11.09,"270,000 주  (10%)",100%,"1,620,000~1,755,000 주 (60~65%)",- 주,50%,"1,295.18:1",5.30%
68,유비온,신규상장,코스닥,084440,기타 정보 서비스업,임재환,중소일반,서울특별시 구로구 디지털로34길 27 대륭포스트타워3차 601,www.ubion.co.kr,02-3782-8771,-,"28,067 (백만원)","1,440 (백만원)","1,441 (백만원)","1,971 (백만원)","2,760,000 주",100 원,"신주모집 : 2,760,000 주 (100%)","1,800 ~ 2,000 원",57.80:1 (비례 116:1),"2,000 원","5,520 (백만원)",미래에셋증권,"690,000~828,000 주","34,000~41,000 주",2022.11.08 ~  2022.11.09,"552,000 주  (20%)",100%,"1,518,000~2,070,000 주 (55~75%)",- 주,50%,736.72:1,1.11%
69,티쓰리엔터테인먼트,신규상장,코스닥,204610,소프트웨어 개발 및 공급업,홍민균,중소일반,"서울특별시 금천구 가산디지털1로 186, 3층",www.t3.co.kr,070-4050-8000,-,"68,666 (백만원)","13,827 (백만원)","10,106 (백만원)","6,558 (백만원)","17,000,000 주",100 원,"신주모집 : 17,000,000 주 (100%)","1,500 ~ 1,700 원",1384.30:1 (비례 2769:1),"1,700 원","28,900 (백만원)",미래에셋증권,"4,250,000~5,100,000 주","212,500~255,000 주",2022.11.07 ~  2022.11.08,"1,750,000 주  (10.29%)",100%,"10,150,000~12,750,000 주 (59.71~75.00%)",- 주,50%,"1,744.08:1",4.03%
70,윤성에프앤씨,신규상장,코스닥,372170,"구조용 금속제품, 탱크 및 증기발생기 제조업",박치영,중소일반,경기도 안성시 공도읍 문터길 72-23,www.ysfc.co.kr,031-350-4512,-,"75,894 (백만원)","-2,693 (백만원)","-2,915 (백만원)",797 (백만원),"1,994,762 주",100 원,"신주모집 : 1,695,548 주 (85%)
	/  구주매출 : 299,214 주 (15%)","53,000 ~ 62,000 원",1.73:1 (비례 3:1),"49,000 원","97,743 (백만원)",미래에셋증권,"498,691~598,429 주","24,500~29,500 주",2022.11.02 ~  2022.11.03,"99,738 주  (5%)",100%,"1,296,595~1,396,333 주 (65~70%)",- 주,50%,67.49:1,0.14%
71,디티앤씨알오,신규상장,코스닥,383930,자연과학 및 공학 연구개발업,박채규,중소일반,"경기도 용인시 처인구 백령로20번길 28 나동 2,3,4층(유방동)",www.dtncro.com,031-326-6635,디티앤씨 53%,"32,749 (백만원)","4,356 (백만원)","4,328 (백만원)","2,436 (백만원)","1,400,000 주",500 원,"신주모집 : 1,400,000 주 (100%)","22,000 ~ 25,000 원",5.73:1 (비례 11:1),"17,000 원","23,800 (백만원)",키움증권,"350,000~420,000 주","22,000~28,000 주",2022.11.02 ~  2022.11.03,"42,000 주  (3%)",100%,"938,000~1,050,000 주 (67~75%)",- 주,50%,74.53:1,0.00%
72,뉴로메카,신규상장,코스닥,348340,특수 목적용 기계 제조업,박종훈,중소일반,서울특별시 성동구 연무장5가길 7 현대테라스타워 W동 15층,www.neuromeka.com/,070-4791-3103,-,"7,333 (백만원)","-6,668 (백만원)","-6,668 (백만원)","5,029 (백만원)","1,500,000 주",500 원,"신주모집 : 1,500,000 주 (100%)","14,000 ~ 16,900 원",1181.88:1 (비례 2364:1),"16,900 원","25,350 (백만원)",대신증권,"375,000~450,000 주","19,000~23,000 주",2022.10.26 ~  2022.10.27,"225,000 주  (15%)",100%,"900,000~1,125,000 주 (60~75%)",- 주,50%,"1,652.13:1",7.60%
73,제이아이테크,신규상장,코스닥,417500,기타 화학제품 제조업,함석헌,중소일반,전라북도 군산시 중가도길 16 (오식도동),www.ji-tech.co.kr,063-731-0088,-,"20,498 (백만원)","6,129 (백만원)","4,739 (백만원)",819 (백만원),"1,728,870 주",100 원,"신주모집 : 1,628,870 주 (94.22%)
	/  구주매출 : 100,000 주 (5.78%)","13,000 ~ 16,000 원",29.59:1 (비례 59:1),"16,000 원","27,662 (백만원)",미래에셋증권,"432,218~518,661 주","21,500~25,500 주",2022.10.26 ~  2022.10.27,주,100%,"1,210,209~1,296,652 주 (70~75%)",- 주,50%,616.71:1,0.55%
74,NH스팩25호,신규상장,코스닥,438580,금융 지원 서비스업,경국현,중소일반,서울특별시 영등포구 여의대로 108,,,-,- (백만원),0 (백만원),- (백만원),302 (백만원),"2,500,000 주",100 원,"신주모집 : 2,500,000 주 (100%)","2,000 ~ 2,000 원",139.77:1 (비례 280:1),"2,000 원","5,000 (백만원)",NH투자증권,"625,000~750,000 주","62,500~75,000 주",2022.10.24 ~  2022.10.25,주,100%,"1,750,000~1,875,000 주 (70~75%)",- 주,100%,,0.00%
75,큐알티,신규상장,코스닥,405100,"기타 전문, 과학 및 기술 서비스업",김영부,중소일반,경기도 이천시 부발읍 경충대로 2091,www.qrtkr.com,031-639-7012,-,"71,905 (백만원)","16,108 (백만원)","12,486 (백만원)","1,992 (백만원)","990,500 주",500 원,"신주모집 : 990,500 주 (100%)","51,400 ~ 62,900 원",7.44:1 (비례 15:1),"44,000 원","43,582 (백만원)",미래에셋증권,"247,625~297,150 주","12,000~14,500 주",2022.10.24 ~  2022.10.25,주,100%,"693,350~742,875 주 (70~75%)",- 주,50%,86.97,0.21%
76,교보스팩13호,신규상장,코스닥,440790,기타 금융업,최윤석,중소일반,"서울특별시 영등포구 의사당대로 97, 17층",,,-,- (백만원),0 (백만원),- (백만원),405 (백만원),"3,800,000 주",100 원,"신주모집 : 3,800,000 주 (100%)","2,000 ~ 2,000 원",21.84:1 (비례 44:1),"2,000 원","7,600 (백만원)",교보증권,"950,000~1,140,000 주","46,000~56,000 주",2022.10.24 ~  2022.10.25,주,100%,"2,660,000~2,850,000 주 (70~75%)",- 주,100%,936.70:1,0.00%
77,KB스팩23호,신규상장,코스닥,440200,금융 지원 서비스업,최웅,중소일반,"서울특별시 양천구 신정중앙로 63, 205호(신정동)",,,-,- (백만원),0 (백만원),- (백만원),612 (백만원),"6,000,000 주",100 원,"신주모집 : 6,000,000 주 (100%)","2,000 ~ 2,000 원",48.57:1 (비례 97:1),"2,000 원","12,000 (백만원)",KB증권,"1,500,000 주","50,000 주",2022.10.24 ~  2022.10.25,"6,000,000 주  (100%)",100%,"4,500,000 주 (75%)",- 주,100%,"1,112.3:1",17.41%
78,저스템,신규상장,코스닥,417840,반도체 제조업,임영진,중소일반,경기 수원시 권선구 오목천로132번길 13 (고색동),www.justem.co.kr,031-831-2800,-,"44,827 (백만원)","6,621 (백만원)","5,732 (백만원)","2,585 (백만원)","1,720,000 주",500 원,"신주모집 : 1,720,000 주 (100%)","9,500 ~ 11,500 원",82.63:1 (비례 165:1),"10,500 원","18,060 (백만원)",미래에셋증권,"430,000~516,000 주","21,000~25,000 주",2022.10.19 ~  2022.10.20,주,100%,"1,204,000~1,290,000 주 (70~75%)",- 주,50%,283.4:1,13.76%
79,산돌,신규상장,코스닥,419120,소프트웨어 개발 및 공급업,윤영호,중소벤쳐,서울특별시 성동구 아차산로17길 49 601-612호(성수동2가),www.sandoll.co.kr,02-1688-4001,(주)산돌커뮤니케이션 49%,"12,025 (백만원)",767 (백만원),432 (백만원),"3,835 (백만원)","1,490,000 주",500 원,"신주모집 : 1,490,000 주 (100%)","16,000 ~ 18,800 원",113.53:1 (비례 227:1),"18,800 원","28,012 (백만원)",KB증권,"372,500~447,000 주","12,000~14,000 주",2022.10.18 ~  2022.10.19,"59,600 주  (4%)",100%,"983,400~1,057,900 주 (66~71%)",- 주,50%,462.19:1,10.40%
